122;581;EDIFICIO SANTA RITA  ;AVENIDA 3 OESTE No 13-06;COLOMBIA;Valle del cauca;CALI;L;L%&
123;1181;EDIFICIO COLINAS DE SANTA RITA;AVENIDA 3 OESTE No 13-80/86/88;COLOMBIA;Valle del cauca;CALI;L;L%&
124;965;EDIFICIO SOL DEL OESTE;AVENIDA 3 OESTE No 13-94;COLOMBIA;Valle del cauca;CALI;L;L%&
125;1089;EDIFICIO Los Juncos;AVENIDA 3 OESTE No 14-34;COLOMBIA;Valle del cauca;CALI;L;L%&
126;496;EDIFICIO LA PORTADA DEL MAR;AVENIDA 3 OESTE No 7-115;COLOMBIA;Valle del cauca;CALI;L;L%&
127;506;EDIFICIO FLAMINGO;AVENIDA 3A BIS NORTE No 62-13;COLOMBIA;Valle del cauca;CALI;L;L%&
128;733;EDIFICIO aparta suites 52;AVENIDA 3aEN No 52-10;COLOMBIA;Valle del cauca;CALI;L;L%&
129;1601;CONDOMINIO VILLAS DE SAN MARTIN;AVENIDA 3C No 62-77;COLOMBIA;Valle del cauca;CALI;L;L%&
130;1166;EDIFICIO CARMEN ELENA;AVENIDA 3C NORTE No 49N-34;COLOMBIA;Valle del cauca;CALI;L;L%&
131;743;EDIFICIO PETROX;AVENIDA 3C NORTE No 60N-10;COLOMBIA;Valle del cauca;CALI;L;L%&
132;1979;EDIFICIO KATALAN;AVENIDA 3C NORTE No42N-73;COLOMBIA;Valle del cauca;CALI;L;L%&
133;830;CONJUNTO RESIDENCIAL VILLAS DE SAN MARTIN;AVENIDA 3C Nte No 62N -77;COLOMBIA;Valle del cauca;CALI;L;L%&
134;1363;Multifamiliar Vipasa;AVENIDA 3DN No 45N-66;COLOMBIA;Valle del cauca;CALI;L;L%&
135;794;CONJUNTO RESIDENCIAL VILLAS DE LA CANDELARIA;AVENIDA 3E No 62N-93;COLOMBIA;Valle del cauca;CALI;L;L%&
136;1142;CONJUNTO RESIDENCIAL QUINTAS DE TOLEDO;AVENIDA 3EN No 59-130;COLOMBIA;Valle del cauca;CALI;L;L%&
137;526;EDIFICIO ZAFIRO;AVENIDA 3F No 55N-120;COLOMBIA;Valle del cauca;CALI;L;L%&
138;167;CONJUNTO RESIDENCIAL EL RECODO DE LA FLORA;AVENIDA 3F No 59N-120;COLOMBIA;Valle del cauca;CALI;L;L%&
